what,kind,bundleId,bundleVersion,description,time
executed,command,org.eclipse.debug.ui,3.4.2.v20090110_r342,org.eclipse.debug.ui.commands.StepOver,1250025829743
executed,command,org.eclipse.debug.ui,3.4.2.v20090110_r342,org.eclipse.debug.ui.commands.StepOver,1250025831133
deactivated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1250025845313
activated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1250026068560
executed,command,org.eclipse.debug.ui,3.4.2.v20090110_r342,org.eclipse.debug.ui.commands.Terminate,1250026069914
closed,view,org.eclipse.debug.ui,3.4.2.v20090110_r342,org.eclipse.debug.ui.MemoryView,1250026070428
closed,view,org.eclipse.debug.ui,3.4.2.v20090110_r342,org.eclipse.debug.ui.RegisterView,1250026070445
closed,view,org.eclipse.debug.ui,3.4.2.v20090110_r342,org.eclipse.debug.ui.ModuleView,1250026070457
deactivated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1250026071471
activated,editor,org.eclipse.cdt.ui,5.0.2.200902130801,org.eclipse.cdt.ui.editor.CEditor,1250026074200
activated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1250026074470
deactivated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1250026099192
activated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1250026719280
executed,command,org.eclipse.debug.ui,3.4.2.v20090110_r342,org.eclipse.debug.ui.commands.DebugLast,1250026724183
opened,view,org.eclipse.debug.ui,3.4.2.v20090110_r342,org.eclipse.debug.ui.MemoryView,1250026726797
opened,view,org.eclipse.debug.ui,3.4.2.v20090110_r342,org.eclipse.debug.ui.RegisterView,1250026726901
opened,view,org.eclipse.debug.ui,3.4.2.v20090110_r342,org.eclipse.debug.ui.ModuleView,1250026726978
activated,view,org.eclipse.debug.ui,3.4.2.v20090110_r342,org.eclipse.debug.ui.DebugView,1250026738075
executed,command,org.eclipse.debug.ui,3.4.2.v20090110_r342,org.eclipse.debug.ui.commands.StepOver,1250026738174
executed,command,org.eclipse.debug.ui,3.4.2.v20090110_r342,org.eclipse.debug.ui.commands.StepInto,1250026740383
executed,command,org.eclipse.debug.ui,3.4.2.v20090110_r342,org.eclipse.debug.ui.commands.StepOver,1250026744275
executed,command,org.eclipse.debug.ui,3.4.2.v20090110_r342,org.eclipse.debug.ui.commands.StepInto,1250026745447
executed,command,org.eclipse.debug.ui,3.4.2.v20090110_r342,org.eclipse.debug.ui.commands.StepOver,1250026746501
executed,command,org.eclipse.debug.ui,3.4.2.v20090110_r342,org.eclipse.debug.ui.commands.StepOver,1250026747033
executed,command,org.eclipse.debug.ui,3.4.2.v20090110_r342,org.eclipse.debug.ui.commands.StepOver,1250026747527
